code,category,label,source,bug_type,original_hash,generation_date,version
"def variant_0_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_1_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_2_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_3_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_4_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_5_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_6_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_7_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_8_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_9_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_10_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_11_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_12_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_13_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_14_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_15_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_16_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_17_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_18_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_19_add(a, b):
    return a + b",arithmetic,0,base_pattern,,,20250327_160057,1.0
"def variant_0_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_1_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_2_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_3_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_4_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_5_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_6_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_7_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_8_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_9_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_10_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_11_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_12_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_13_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_14_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_15_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_16_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_17_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_18_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_19_sqrt(x):
    return x ** 0.5",math,0,base_pattern,,,20250327_160057,1.0
"def variant_0_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_1_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_2_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_3_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_4_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_5_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_6_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_7_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_8_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_9_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_10_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_11_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_12_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_13_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_14_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_15_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_16_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_17_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_18_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_19_reverse(s):
    return s[::-1]",string,0,base_pattern,,,20250327_160057,1.0
"def variant_0_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_1_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_2_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_3_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_4_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_5_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_6_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_7_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_8_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_9_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_10_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_11_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_12_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_13_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_14_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_15_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_16_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_17_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_18_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_19_is_even(n):
    return n % 2 == 0",control,0,base_pattern,,,20250327_160057,1.0
"def variant_0_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_1_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_2_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_3_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_4_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_5_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_6_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_7_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_8_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_9_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_10_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_11_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_12_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_13_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_14_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_15_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_16_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_17_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_18_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_19_list_sum(lst):
    return sum(lst)",list,0,base_pattern,,,20250327_160057,1.0
"def variant_0_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_1_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_2_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_3_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_4_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_5_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_6_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_7_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_8_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_9_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_10_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_11_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_12_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_13_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_14_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_15_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_16_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_17_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_18_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_19_safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return None",exception,0,base_pattern,,,20250327_160057,1.0
"def variant_0_add(a, b)
    return a + b",,1,synthetic,missing_colon,67b433dc8311385b6e4f6d4dd04d8fea,20250327_160057,1.0
"def variant_0_adda, b:
    return a + b",,1,synthetic,missing_paren,67b433dc8311385b6e4f6d4dd04d8fea,20250327_160057,1.0
"def variant_0_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,67b433dc8311385b6e4f6d4dd04d8fea,20250327_160057,1.0
"def variant_0_add(a, b):
    retrun a + b",,1,synthetic,name_error,67b433dc8311385b6e4f6d4dd04d8fea,20250327_160057,1.0
"def variant_1_add(a, b)
    return a + b",,1,synthetic,missing_colon,de35734d763412d36eb777d71ef8d120,20250327_160057,1.0
"def variant_1_adda, b:
    return a + b",,1,synthetic,missing_paren,de35734d763412d36eb777d71ef8d120,20250327_160057,1.0
"def variant_1_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,de35734d763412d36eb777d71ef8d120,20250327_160057,1.0
"def variant_1_add(a, b):
    retrun a + b",,1,synthetic,name_error,de35734d763412d36eb777d71ef8d120,20250327_160057,1.0
"def variant_2_add(a, b)
    return a + b",,1,synthetic,missing_colon,d378491c72d0aea914826ffaf9fb88eb,20250327_160057,1.0
"def variant_2_adda, b:
    return a + b",,1,synthetic,missing_paren,d378491c72d0aea914826ffaf9fb88eb,20250327_160057,1.0
"def variant_2_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,d378491c72d0aea914826ffaf9fb88eb,20250327_160057,1.0
"def variant_2_add(a, b):
    retrun a + b",,1,synthetic,name_error,d378491c72d0aea914826ffaf9fb88eb,20250327_160057,1.0
"def variant_3_add(a, b)
    return a + b",,1,synthetic,missing_colon,b9e55ae3f15f6d9840f41199a6108dcc,20250327_160057,1.0
"def variant_3_adda, b:
    return a + b",,1,synthetic,missing_paren,b9e55ae3f15f6d9840f41199a6108dcc,20250327_160057,1.0
"def variant_3_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,b9e55ae3f15f6d9840f41199a6108dcc,20250327_160057,1.0
"def variant_3_add(a, b):
    retrun a + b",,1,synthetic,name_error,b9e55ae3f15f6d9840f41199a6108dcc,20250327_160057,1.0
"def variant_4_add(a, b)
    return a + b",,1,synthetic,missing_colon,c85ff360d9e40ed231c07b7b0805195c,20250327_160057,1.0
"def variant_4_adda, b:
    return a + b",,1,synthetic,missing_paren,c85ff360d9e40ed231c07b7b0805195c,20250327_160057,1.0
"def variant_4_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,c85ff360d9e40ed231c07b7b0805195c,20250327_160057,1.0
"def variant_4_add(a, b):
    retrun a + b",,1,synthetic,name_error,c85ff360d9e40ed231c07b7b0805195c,20250327_160057,1.0
"def variant_5_add(a, b)
    return a + b",,1,synthetic,missing_colon,1d7a8d136ec31e3964147a2ab8a8cea0,20250327_160057,1.0
"def variant_5_adda, b:
    return a + b",,1,synthetic,missing_paren,1d7a8d136ec31e3964147a2ab8a8cea0,20250327_160057,1.0
"def variant_5_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,1d7a8d136ec31e3964147a2ab8a8cea0,20250327_160057,1.0
"def variant_5_add(a, b):
    retrun a + b",,1,synthetic,name_error,1d7a8d136ec31e3964147a2ab8a8cea0,20250327_160057,1.0
"def variant_6_add(a, b)
    return a + b",,1,synthetic,missing_colon,b9e80359ec801bf4a0a37d9a41722f1a,20250327_160057,1.0
"def variant_6_adda, b:
    return a + b",,1,synthetic,missing_paren,b9e80359ec801bf4a0a37d9a41722f1a,20250327_160057,1.0
"def variant_6_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,b9e80359ec801bf4a0a37d9a41722f1a,20250327_160057,1.0
"def variant_6_add(a, b):
    retrun a + b",,1,synthetic,name_error,b9e80359ec801bf4a0a37d9a41722f1a,20250327_160057,1.0
"def variant_7_add(a, b)
    return a + b",,1,synthetic,missing_colon,54a1a93ce0aea2724f1e5c50676c6850,20250327_160057,1.0
"def variant_7_adda, b:
    return a + b",,1,synthetic,missing_paren,54a1a93ce0aea2724f1e5c50676c6850,20250327_160057,1.0
"def variant_7_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,54a1a93ce0aea2724f1e5c50676c6850,20250327_160057,1.0
"def variant_7_add(a, b):
    retrun a + b",,1,synthetic,name_error,54a1a93ce0aea2724f1e5c50676c6850,20250327_160057,1.0
"def variant_8_add(a, b)
    return a + b",,1,synthetic,missing_colon,b5374927bdf336635a979fb74355afd9,20250327_160057,1.0
"def variant_8_adda, b:
    return a + b",,1,synthetic,missing_paren,b5374927bdf336635a979fb74355afd9,20250327_160057,1.0
"def variant_8_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,b5374927bdf336635a979fb74355afd9,20250327_160057,1.0
"def variant_8_add(a, b):
    retrun a + b",,1,synthetic,name_error,b5374927bdf336635a979fb74355afd9,20250327_160057,1.0
"def variant_9_add(a, b)
    return a + b",,1,synthetic,missing_colon,2a52d3581c27f45cf071d3952174c263,20250327_160057,1.0
"def variant_9_adda, b:
    return a + b",,1,synthetic,missing_paren,2a52d3581c27f45cf071d3952174c263,20250327_160057,1.0
"def variant_9_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,2a52d3581c27f45cf071d3952174c263,20250327_160057,1.0
"def variant_9_add(a, b):
    retrun a + b",,1,synthetic,name_error,2a52d3581c27f45cf071d3952174c263,20250327_160057,1.0
"def variant_10_add(a, b)
    return a + b",,1,synthetic,missing_colon,b6d10e22a70bc5f577d1162b4d08ba8b,20250327_160057,1.0
"def variant_10_adda, b:
    return a + b",,1,synthetic,missing_paren,b6d10e22a70bc5f577d1162b4d08ba8b,20250327_160057,1.0
"def variant_10_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,b6d10e22a70bc5f577d1162b4d08ba8b,20250327_160057,1.0
"def variant_10_add(a, b):
    retrun a + b",,1,synthetic,name_error,b6d10e22a70bc5f577d1162b4d08ba8b,20250327_160057,1.0
"def variant_11_add(a, b)
    return a + b",,1,synthetic,missing_colon,1f09defb938d64be977b4eff808c0be4,20250327_160057,1.0
"def variant_11_adda, b:
    return a + b",,1,synthetic,missing_paren,1f09defb938d64be977b4eff808c0be4,20250327_160057,1.0
"def variant_11_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,1f09defb938d64be977b4eff808c0be4,20250327_160057,1.0
"def variant_11_add(a, b):
    retrun a + b",,1,synthetic,name_error,1f09defb938d64be977b4eff808c0be4,20250327_160057,1.0
"def variant_12_add(a, b)
    return a + b",,1,synthetic,missing_colon,62ce678628653994fdfdf3453847b173,20250327_160057,1.0
"def variant_12_adda, b:
    return a + b",,1,synthetic,missing_paren,62ce678628653994fdfdf3453847b173,20250327_160057,1.0
"def variant_12_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,62ce678628653994fdfdf3453847b173,20250327_160057,1.0
"def variant_12_add(a, b):
    retrun a + b",,1,synthetic,name_error,62ce678628653994fdfdf3453847b173,20250327_160057,1.0
"def variant_13_add(a, b)
    return a + b",,1,synthetic,missing_colon,b7aad3f25ff05f4bb57e3ed0339b2c70,20250327_160057,1.0
"def variant_13_adda, b:
    return a + b",,1,synthetic,missing_paren,b7aad3f25ff05f4bb57e3ed0339b2c70,20250327_160057,1.0
"def variant_13_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,b7aad3f25ff05f4bb57e3ed0339b2c70,20250327_160057,1.0
"def variant_13_add(a, b):
    retrun a + b",,1,synthetic,name_error,b7aad3f25ff05f4bb57e3ed0339b2c70,20250327_160057,1.0
"def variant_14_add(a, b)
    return a + b",,1,synthetic,missing_colon,325a8715828d83b521d6d2981c55325d,20250327_160057,1.0
"def variant_14_adda, b:
    return a + b",,1,synthetic,missing_paren,325a8715828d83b521d6d2981c55325d,20250327_160057,1.0
"def variant_14_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,325a8715828d83b521d6d2981c55325d,20250327_160057,1.0
"def variant_14_add(a, b):
    retrun a + b",,1,synthetic,name_error,325a8715828d83b521d6d2981c55325d,20250327_160057,1.0
"def variant_15_add(a, b)
    return a + b",,1,synthetic,missing_colon,ef036a1e539c24466c07215f28385f9e,20250327_160057,1.0
"def variant_15_adda, b:
    return a + b",,1,synthetic,missing_paren,ef036a1e539c24466c07215f28385f9e,20250327_160057,1.0
"def variant_15_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,ef036a1e539c24466c07215f28385f9e,20250327_160057,1.0
"def variant_15_add(a, b):
    retrun a + b",,1,synthetic,name_error,ef036a1e539c24466c07215f28385f9e,20250327_160057,1.0
"def variant_16_add(a, b)
    return a + b",,1,synthetic,missing_colon,8090f6ff165125f8e6454e88da90fcc9,20250327_160057,1.0
"def variant_16_adda, b:
    return a + b",,1,synthetic,missing_paren,8090f6ff165125f8e6454e88da90fcc9,20250327_160057,1.0
"def variant_16_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,8090f6ff165125f8e6454e88da90fcc9,20250327_160057,1.0
"def variant_16_add(a, b):
    retrun a + b",,1,synthetic,name_error,8090f6ff165125f8e6454e88da90fcc9,20250327_160057,1.0
"def variant_17_add(a, b)
    return a + b",,1,synthetic,missing_colon,fefb2bd7f4bfe89e9d352278053eeae8,20250327_160057,1.0
"def variant_17_adda, b:
    return a + b",,1,synthetic,missing_paren,fefb2bd7f4bfe89e9d352278053eeae8,20250327_160057,1.0
"def variant_17_add(a, b):
    return a + 'string' b",,1,synthetic,type_error,fefb2bd7f4bfe89e9d352278053eeae8,20250327_160057,1.0
